case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf,musicbrainz_id,mb_artist,mb_title,case_status
260,2017,"Estate of Barre v. Beyoncé Knowles Carter, Sony Music, et al.",Beyoncé Knowles Carter,Formation,defendant,Beyoncé,Formation,1.0,78b07d83-01b4-4dfb-ad1f-a2d1ec2b3ff0,Beyoncé,Formation,
261,2017,"Golden Crown Publishing v. Sony Music, Jonathan Smithy [aka “Lil’ Jon”], et al.","Jonathan Smith [aka Lil’ Jon”], et al.",Turn Down for What?,defendant,DJ Snake & Lil Jon,Turn Down for What,0.95,76b3b703-3cd1-47ca-ab68-b5a76ad1609c,DJ Snake & Lil Jon,Turn Down for What,
263,2017,Super Cassettes v. Trimurti Films,Jumin Nautiyal & Neeti Mohan,Socha Hai (Kehdoon Tumhe Remix,defendant,Jubin Nautiyal & Neeti Mohan,Socha Hai,0.9,c7dec366-8bba-443d-a7f3-dbf1dcb28253,Jubin Nautiyal & Neeti Mohan,Socha Hai,
264,2017,"Stone et al. v. TIG7 Publishing, LLC et al.",Bruno Mars & Mark Ronson,Uptown Funk,defendant,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95,33b6b148-9dce-4894-902d-d218ecc30666,Mark Ronson feat. Bruno Mars,Uptown Funk,
265,2018,"Paul Rose v. Paul David Hewson, aka “Bono”, et al.","Paul Hewson, aka “Bono”, et al.",The Fly,defendant,U2,The Fly,0.95,29afa312-39c0-4907-a3d4-4d8702f7926c,U2,The Fly,
266,2018,"Abiodun Oyewole v. Rita Ora, et al.",Rita Ora; Christopher Wallace; Marshall Mathers & Trevor Smith,How We do Party; Party and Bullshit; Calm Down,defendant,Rita Ora,How We Do (Party),0.95,cd14cc56-2134-49c0-b139-d2a4b8620774,Rita Ora,How We Do (Party),
267,2018,"Wilson v. Dynatone Pub., et al.",Justin Timberlake,Suit & Tie,defendant,Justin Timberlake,Suit & Tie,0.95,f5e1513e-945b-4ee3-bf21-c6e88738b11a,Justin Timberlake,Suit & Tie,
268,2018,"Cortes-Ramos v. Enrique Martin-Morales (""Ricky Martin"")",Ricky Martin,Vida,defendant,Ricky Martin,Vida,0.95,8355586e-09dd-4547-a95f-d98925618735,Ricky Martin,Vida (Portuguese version),
269,2018,"Fahmy v. Jay Z, et al.","Jay Z, et al.",Big Pimpin',defendant,JAY-Z,Big Pimpin',0.95,8fbb6908-9c78-4011-8dfe-20c3b00b215f,Jay‐Z,Big Pimpin',
270,2018,"Pharrell Williams, et al. v. Frankie Gaye, et al.","Robin Thicke, Pharrell Williams",Blurred Lines,defendant,Robin Thicke feat. Pharrell & T.I.,Blurred Lines,0.95,fe0f96f0-aa24-476c-b7be-4f5156364d47,Robin Thicke feat. T.I. & Pharrell,Blurred Lines,
271,2018,"Lela Weems v. Odd Future Records, et al.",Tyler Okonma,Deathcamp,defendant,"Tyler, the Creator",DEATHCAMP,0.95,87a5075a-c683-4801-9f6a-e09e2e4b7d19,"Tyler, the Creator",DEATHCAMP,
272,2018,"Michael May v. Miley Ray Cyrus, et al.",Miley Ray Cyrus,We Can't Stop,defendant,Miley Cyrus,We Can't Stop,0.95,94411254-050b-4846-9675-355b9b5d49e6,Miley Cyrus,We Can't Stop,
273,2018,[INPLAY] Platinum Jack Entertainment v. ESPN and Chick-Fil-A,Chick-Fil-A Advertising Agency,Ads Aired on ESPN,defendant,Not Applicable,Not Applicable,0.0,2e3955c1-23cc-4d92-8ef1-854ba3b2df8c,Not Applicable,Test Tone,
274,2018,Carey v. Sheeran,Edward Sheeran,The Rest of Our Life,defendant,Tim McGraw & Faith Hill,The Rest of Our Life,0.95,2d377e27-8d5a-45a0-9d0d-e5beb2b104ef,Tim McGraw & Faith Hill,The Rest of Our Life,
276,2018,"Jamie Ciero v. Disney, et al.",Disney,Let It Go,defendant,Idina Menzel,Let It Go,1.0,4c1a9d5a-57c4-4cf0-a153-d7c53077263e,Idina Menzel,Let It Go,
277,2018,Tracy Chapman v. Nicki Minaj,Nicki Minaj ft. Nas,Sorry,defendant,Nicki Minaj,Sorry,0.9,3bbd9889-d778-4d81-98fc-5a048b7c8a48,Nicki Minaj & Meek Mill,Im so Sorry,
278,2018,"[INPLAY] Brighter Sky Productions LLC, et al. v. Marriott International, Inc., et al.","Marriott International, Inc, and Universal Pictures",October Sky Musical,defendant,Steve Margoshes,October Sky: The Musical,0.7,12a3ea32-027d-4ac6-865b-65695b4f7338,Steve Margoshes,Romantic Suite From Fame the Musical,
279,2018,"Benny Mardones, et al. v. Cyndi Lauper, et al.",Cyndi Lauper,Raise You Up,defendant,Cyndi Lauper,Raise You Up,0.9,5afa90d0-63f7-4ce1-8fe9-1ece1d221ff5,Cyndi Lauper,RAISE YOU UP/JUST BE ～上げたげる/ただなりなさい～,
280,2018,"Richard Morrill v. Gwen Stefani, Pharrell Williams, et al.",Gwen Stefani & Pharrell Williams,Spark the Fire,defendant,Gwen Stefani,Spark the Fire,0.98,a6dd4f80-48dd-4ac0-9088-574b94368521,Gwen Stefani,Spark the Fire,
281,2018,Stahlgewitter v. Frei.Wild,Frei.Wild,"Schenkt uns Dummheit, kein Niveau",defendant,Frei.Wild,Schenker Uns Dummheit Kein Niveau,0.95,49f7cd9f-b90e-41ff-ba45-0de508bbc646,Frei.Wild,"Schenkt uns Dummheit, kein Niveau",
282,2018,Harumaki Gohan v. Mori,Yamato Mori,M.A.K.E.,defendant,Harumaki Gohan,M.A.K.E.,0.8,449701c5-acb6-4dee-9223-1303d1aea988,gohan,POOL,
283,2019,Eight Mile Style v. New Zealand National Party,Michael Cohen,Eminem Esque,defendant,Eminem,Lose Yourself,0.9,cf76fae2-4169-47e7-8665-06b2f976c979,Eminem,Lose Yourself,
284,2019,The Rolling Stones v. The Verve,The Verve,Bittersweet Symphony,defendant,The Verve,Bitter Sweet Symphony,0.95,09f321e0-b458-4482-b623-bc0801b622cc,The Verve,The Verve Bitter Sweet Symphony (Makebo Amonita Remix),
285,2019,"Andrew Green v. Kanye West, et al.",Kanye West,Ultralight Beam,defendant,Kanye West,Ultralight Beam,0.95,5637f5a5-c913-437b-9ec7-c2d488c58032,Kanye West,Ultralight Beam,
286,2019,"William Smith et al. v. ""The Weeknd""",Abel M. Tesfaye (“The Weeknd”),A Lonely Night,defendant,The Weeknd,A Lonely Night,0.95,34c6b135-f967-4a11-bcbc-68f8125bcda8,The Weeknd,A Lonely Night,
287,2019,"Song-a-tron Music, et al. v. Jones, et al.","Christian Jones (""TeeFLii"")",24 Hours,defendant,TeeFLii,24 Hours,0.95,9570951b-a6cb-4039-bcf1-87df9a31c91a,Teeflii feat. 2 Chainz,24 Hours,
288,2019,[INPLAY] Hütter v. Pelha,Sabrina Setlur,Nur mir,defendant,Sabrina Setlur,Nur mir,0.95,f40abdea-8b18-40bd-9be6-610ba62d5999,Sabrina Setlur,Nur mir,
289,2019,Mimi Korman v. Julio Iglesias,Julio Iglesias,Me Olvide de Vivir,defendant,Julio Iglesias,Me Olvidé de Vivir,0.95,4f0be607-4d02-4dff-9c26-bd5f3e01928f,Julio Iglesias,Me olvidé de vivir,
290,2019,"Rodriguez v. Avalos, et al.","Eric Avalos, Courtney Rico, Chavalos Music, Inc.",Pediré,defendant,La Sonora Dinamita,Pediré,0.7,bf22841c-c712-4a9e-adb8-f2249b86ccb8,La Sonora Dinamita,"Mosaico Sonora Dinamita: Que te la pongo, la bolita",
291,2019,"[INPLAY] Nicholas v. Pigott, et al.","Adam J. Pigott (""BlaqNmilD""); Aubrey Drake Graham (""Drake"")",That beat; In my feelings; Nice for what,defendant,Drake,In My Feelings,0.95,bdefbb4a-c8ec-40c1-a192-9659e6140909,Drake,In My Feelings,
292,2019,"[INPLAY] Brandon Lee (""Don Lee""), et al. v. Hill (""Lil Nas X""), et al.","Montero Lamar Hill (""Lil Nas X""), et al.",Rodeo,defendant,Lil Nas X & Cardi B,Rodeo,0.95,2b54fa59-b6a3-4b0a-8778-679c9eb8efc6,8-Bit Arcade,Rodeo (8-Bit Lil Nas X & Cardi B Emulation),
294,2019,"Mark Halper v. Sony/ATV Music Publishing, LLC, et al.","Sam Smith, et al.",Stay With Me,defendant,Sam Smith,Stay With Me,0.95,8d2effe5-7339-4ccd-860f-934920a97e44,Sam Smith,Stay With Me (stripped),
295,2019,New Day Worldwide v. Taylor Swift,Taylor Swift,Shake it Off,defendant,Taylor Swift,Shake It Off,0.99,a7e36754-f6e9-49b8-b34e-c0d0b088f2bf,Taylor Swift,Shake It Off,
296,2019,"[INPLAY] Key, et al. (""Yellowcard"") v. Higgins, et al. (""Juice WRLD"")","Jared A. Higgins (""Juice WRLD""), et al.",Lucid Dreams,defendant,Juice WRLD,Lucid Dreams,0.99,dc6c8398-f866-4334-a2a2-e586a7ddcb94,Juice WRLD,Lucid Dreams,
297,2019,Brown v. Netflix,"Netflix, et al.",Burlesque: Heart of the Glitter Tribe (film),defendant,Christina Aguilera,Burlesque,0.7,1dcd64ba-69f1-4060-9db0-8567a4730c4d,Christina Aguilera,Show Me How You Burlesque,
298,2019,Guity v. Santos,Anthony Santos,Eres Mia,defendant,Romeo Santos,Eres Mía,0.95,fa854c46-6c8c-44a4-98f2-d9cb521d1624,Romeo Santos,Eres mía,
299,2019,"Pickett v. Migos Touring, Inc., et al.","Migos Touring, Inc. (""Migos""), et al.",Walk It Talk IT,defendant,Migos,Walk It Talk It,0.95,aa5119ed-90be-4026-93a0-fc4919156637,Migos feat. Drake,Walk It Talk It,
300,2019,Stone v. Dudley,Chelsea Dudley a/k/a/ Chanel West Coast,Sharon Stoned,defendant,Chanel West Coast,Sharon Stoned,0.95,72a8dbae-70bd-47e1-8d4f-0c03d5d19558,Chanel West Coast,Punch Drunk Love,
301,2019,"Batiste v. Lewis, et al.","Ryan Lewis; Ben Haggerty (""Macklemore"")",Thrift Shop; Neon Cathedral,defendant,Macklemore & Ryan Lewis,Neon Cathedral,0.95,238cea6e-1011-4ee0-8671-2ba7115b6d8a,Macklemore & Ryan Lewis feat. Allen Stone,Neon Cathedral,
302,2019,[INPLAY] Richardson v. Kharbouch,"Karim Kharbouch aka French Montana;
Excuse My French",Ain’t Worried About Nothin,defendant,French Montana,Ain't Worried About Nothin',0.95,9dd0edab-4c1f-419b-bc7f-ee9ad60cea79,French Montana,Ain’t Worried About Nothin,
303,2019,Hines v. Roc-A-Fella Records Inc. et al.,Jay-Z; Timbaland,Paper Chase; Toe 2 Toe,defendant,Jay-Z,Paper Chase,0.95,cfcea41d-3e0d-4e98-be5f-f2d3320258c2,JAY‐Z,Paper Chase,
304,2019,"Jefferson v. Raisen, et al.",Justin Raisen; Jeremiah Raisen,Healthy (Demo),defendant,Lizzo,Truth Hurts,0.9,e3d04cc6-b6e8-4942-b7c5-85645a02a6bf,Lizzo,Truth Hurts,
305,2019,Saregama India v. Balaji,"Meet Bros, et al.",Dhagala Lagali Kala,defendant,Meet Bros,Dhagala Lagali Kala,0.9,8a2b936e-494f-4192-bd2b-5bea7bf49ac9,"Jyotica Tangri, Mika Singh & Meet Bros Anjjan",Dhagala Lagali,
306,2020,Estate of James Oscar Smith v. Cash Money Records,"Aubrey Drake Graham aka ""Drake""",Pound Cake,defendant,Drake,Pound Cake / Paris Morton Music 2,0.95,aa7cd00a-a101-489a-8576-4105ed023c4c,Drake feat. JAY‐Z,Pound Cake / Paris Morton Music 2,
307,2020,"Yeasayer v. Tesfaye (""The Weeknd"")",Abel Makkonen Tesfaye (“The Weeknd”); Kendrick Lamar Duckworth,Pray for Me,defendant,The Weeknd & Kendrick Lamar,Pray for Me,0.95,84ffbc06-6c9d-4ff9-8d5d-a895b84a086e,The Weeknd & Kendrick Lamar,Pray for Me,
308,2020,Michael Skidmore v. Led Zeppelin,Jimmy Page,Stairway to Heaven,defendant,Led Zeppelin,Stairway to Heaven,1.0,ccfdd180-22e1-49b9-bd81-b5fcf2c6474e,Led Zeppelin,Stairway to Heaven,
309,2020,"Marcus Gray, et al. v. Katy Perry","Katy Perry, et al.",Dark Horse,defendant,Katy Perry,Dark Horse,0.99,29559be7-bfa6-4b38-8f42-fedf2c96d915,Katy Perry,Dark Horse,
310,2020,[INPLAY] Armes v. Post,"Austin Post (aka ""Post Malone"")",,defendant,Post Malone,Circles,0.95,a02e147c-18d3-4d2a-aa3d-4444ce90b517,Post Malone,Circles,
311,2020,[INPLAY] Gordon v. Chambers,"Brytavious Chambers (“Tay Keith”);
Daniel Hernandez (“Takashi 6ix9ine”)",Stoopid,defendant,6ix9ine feat. Bobby Shmurda,STOOPID,0.95,443a799f-5a5a-4d83-b95e-4e9cc4a5eea5,6ix9ine feat. Bobby Shmurda,STOOPID,
312,2020,"[INPLAY] Griffin v. Sheeran, et al.","Amy Wadge, Ed Sheeran",Thinking Out Loud,defendant,Ed Sheeran,Thinking Out Loud,1.0,ab0c126d-b832-430d-920b-935f02e4a38f,Ed Sheeran,Thinking Out Loud,
313,2020,"[INPLAY] Jackson v. Apple, Inc.","Apple, Inc., et al.",,defendant,Apple Inc.,Unknown,0.2,8721f248-e9ab-435f-9dd5-fef3f425e45e,Apple Inc.,Mac Startup Sound,
314,2020,[INPLAY] Basil v. AMC,,,defendant,Boogie Down Productions,My Philosophy,0.7,f643227f-5a81-46b7-8f12-f0ed3190c127,Boogie Down Productions,My Philosophy,
315,2020,"[INPLAY] Stines v. Knowles, et. al.",The Carters,Black Effect,defendant,The Carters,Black Effect,0.95,59ed6059-0dcc-4e07-958f-a0626495c1ca,THE CARTERS,BLACK EFFECT,
316,2020,"Jackson (""50 Cent"") v. Roberts","William Leonard Roberts II (""Rick Ross"")",Renzel Remixes,defendant,Rick Ross,Renzel Remixes,0.98,1e75c443-e62a-4c11-85b9-1231014ecbac,Rick Ross,Hustlin',
317,2020,[INPLAY] Hayes v. Lamar,Kendrick Lamar,Loyalty,defendant,Kendrick Lamar feat. Rihanna,LOYALTY.,0.95,47dc1ca1-2002-4070-ad2e-3ebe9401473d,Kendrick Lamar feat. Rihanna,LOYALTY.,
318,2020,Stone v. Grande,Ariana Grande,7 Rings,defendant,Ariana Grande,7 rings,0.95,4fce1dbd-8598-47d4-abcf-b375769ab856,Ariana Grande,7 Rings,
319,2020,Sheeran v. Chokri,Ed Sheeran,Shape of You,defendant,Ed Sheeran,Shape of You,0.99,c664a576-f0e5-4725-8d52-05ecfe4822d8,Ed Sheeran,Shape of You,
320,2020,Structured Asset Sales v. Sheeran,Ed Sheeran,Thinking Out Loud,defendant,Ed Sheeran,Thinking Out Loud,1.0,226dad1c-24f5-4166-8e36-9b8321e204f2,Ed Sheeran,Thinking Out Loud,
321,2020,"Norwood v. Quality Control Music, LLC",Offset,How Did I Get Here ft. J. Cole,defendant,Offset feat. J. Cole,How Did I Get Here,0.95,4eae8920-01e6-471f-84ea-bc832d6143f7,Offset feat. J. Cole,How Did I Get Here,
322,2021,"Nwosuocha v. Glover, et al.",Donald Glover,This Is America,defendant,Childish Gambino,This Is America,1.0,6759a63e-67cf-469b-8998-973051b2c875,Childish Gambino,This Is America,
323,2021,"[INPLAY] Cooper, et al. v. Brown, et al.",Chris Brown & Drake,No Guidance,defendant,Chris Brown feat. Drake,No Guidance,0.98,897719b4-e6dd-41c2-bd3d-9d43cab454a5,Chris Brown featuring Drake,No Guidance,
324,2021,"[INPLAY] Cates v. Shlemovitz, et al.","Shlemovitz, et al.",FeBreze Tagline,defendant,Shlomo Shlemovitz,Febreze Tagline,0.4,8f0e90f4-5cac-491a-8bb0-04b6ec96efd0,Jack Ü feat. 2 Chainz,Febreze,
325,2021,Robinson v. Wilburn,Future,When I Think About It,defendant,Future,Thought It Was a Drought,0.6,49638226-16fc-47d5-bfb5-2c401bf645aa,Future,Thought It Was a Drought,
326,2021,Johannsongs-Publishing Ltd. v. Lovland,Rolf Løvland,You Raised Me Up,defendant,Josh Groban,You Raise Me Up,0.9,005aa794-12fe-4aec-b74b-614c8a733da4,Josh Groban,You Raise Me Up,
327,2021,[InPlay] Cleveland Constantine Browne et al. v. Rodney Sebastian Clark Donalds et al.,Luis Fonsi,Despacito,defendant,Luis Fonsi & Daddy Yankee,Despacito,0.95,f908e053-ad01-4c72-b60b-7f3599f89d44,DJ Schmolli,Despacito Frozen (Luis Fonsi & Daddy Yankee vs. Idina Menzel),
328,2021,"AOM Music, Inc v. Benito Antonio Martínez Ocasio (p/k/a Bad Bunny)",Benito Antonio Martínez Ocasio p/k/a Bad Bunny,Safaera,defendant,"Bad Bunny, Jowell & Randy, and Ñengo Flow",Safaera,0.95,99dd231e-6890-44b3-b3b9-13d4a2d35e99,"Bad Bunny, Jowell & Randy & Ñengo Flow",Safaera,
329,2022,[INPLAY] Ultra v. West,Kanye West,Flowers,defendant,Kanye West,Flowers,0.9,1d5a7ccf-94e9-480e-a3f6-747f51ebb1e0,Kanye West,Flowers,
330,2022,Frisby v. Sony,J. Cole; Bryson Tiller,Deja Vu; Exchange,defendant,Bryson Tiller,Exchange,0.95,dd6cc9b3-ece9-499c-b6ab-2074566dca3c,Bryson Tiller,Exchange,
331,2022,"Cope v. Dua Lipa, et al",Dua Lipa,Levitating,defendant,Dua Lipa,Levitating,0.95,ad59cd4f-738e-42ff-8b55-e6ca7a819150,Dua Lipa,Levitating,
332,2022,[InPlay} Quinn et al v. Powell et al.,"Roland Powell p/k/a Lil' Duvall, Rich Broke Entertainment, LLC",Living My Best Life,defendant,Lil Duval feat. Snoop Dogg & Ball Greezy,Smile B*tch (Living My Best Life),0.95,cb11d149-df69-405f-b837-3053def3de75,Lil' Duval featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),
333,2022,[InPlay] Larball Publ'g Co. v. Lipa,Dua Lipa,Levitating,defendant,Dua Lipa,Levitating,0.95,ad59cd4f-738e-42ff-8b55-e6ca7a819150,Dua Lipa,Levitating,
334,2022,[InPlay] Phase One Network v. Kanye West,Kanye West,Life of the Party,defendant,Kanye West,Life of the Party,0.95,6462983d-d6e2-4dae-a89b-2f3f327c1110,Kanye West,Life of The Party,
335,2022,Moten v. Def Jam,Kanye West,Come to Life,defendant,Kanye West,Come to Life,0.95,2be5504c-70ab-4239-ae4e-87db84c93556,Kanye West,Come to Life,
336,2022,Patrick v. Poree,April Louise Poree,,defendant,April Louise Poree,Unknown,0.2,51f8b41d-44fb-4d74-b9d7-4ecfdca4b778,Gabrielle Louise,[unknown],
337,2022,Grigson v. Lopez,Kristen Anderson Lopez,Some Things Never Change,defendant,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",Some Things Never Change,0.85,16f362b6-d73e-418f-a135-0c5703498d18,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff and Cast",Some Things Never Change,
338,2022,Sound & Color v. Sam Smith,"Sam Smith, Normani",Dancing with a Stranger,defendant,Sam Smith & Normani,Dancing with a Stranger,0.99,58107e7b-3993-47d4-80f2-09052b8407bb,"Sam Smith, Normani",Dancing With A Stranger,
339,2022,[InPlay] Third Side Music v. Evenflo Co.,Evenflo,Ad Background Music,defendant,Unknown Artist,Unknown Title,0.2,2da45635-f15f-4dd9-91da-307837e76a2f,Unknown Artist,Unknown Title,
340,2023,Astley v. Hauri,Yung Gravy,Betty (Get Money),defendant,Yung Gravy,Betty (Get Money),0.95,3e9ee05f-ff18-483a-a041-89cbab162a87,Yung Gravy,Betty (Get Money),
341,2023,Stone v. Carey,Mariah Carey,All I Want for Christmas is You,defendant,Mariah Carey,All I Want for Christmas Is You,0.99,a6fab057-cf3a-4456-950e-d3edaf219326,Mariah Carey,All I Want for Christmas Is You,
342,2023,[InPlay] Formal Entertainment v. Zayn Malik,"Zayn Malik p/k/a ""Zayn""",Better,defendant,ZAYN,Better,0.95,e9e73175-f0d4-4452-8047-03521fddc90d,ZAYN,Better,
343,2023,"[InPlay] Darko v. Grahm, et al.",Drake,Calling My Name,defendant,Drake,Calling My Name,0.9,ca922dd5-b99d-4dde-be63-271c265a4d0b,Drake,Calling My Name,
344,2023,"[InPlay] Concord Music Group, et al. v. Anthropic PBC",Anthropic PBC,,defendant,Concord Music Group,[Various Artists],0.2,ae702115-d1a2-4bd0-a450-2f7cc425dc9a,かたぎり,Various Artists,
345,2024,Chamberlain v. Dolo Entertainment,Isis Naija Gaston a/k/a Ice Spice,In Ha Mood,defendant,Ice Spice,In Ha Mood,0.95,7db95a34-4264-485d-9c2f-34d70ea7ee05,Ice Spice,In Ha Mood,
346,2024,"Peabody & Company LLC v. Wayne, et al.",Roddy Ricch,The Box,defendant,Roddy Ricch,The Box,0.99,3e0b00ff-275f-4472-91b3-df760c8be195,Roddy Ricch,The Box,
347,2024,"Johnston v. Kroeger, et al.",Nickelback,Rockstar,defendant,Nickelback,Rockstar,0.95,037b0c4f-3337-4a6b-90e4-8967ef8acb8e,Nickelback,Rockstar,
